Under 5 years,5 to 14 years,65 years and over,"No certificate, diploma or degree","Postsecondary certificate, diploma or degree",No high school diploma or equivalency certificate,Renter,One-maintainer household,Between 7 a.m. and 7:59 a.m.,African American,"South Asian, n.o.s.","Black, n.o.s.",Chinese,Filipino,Total visible minority population,First Nations (North American Indian),Average total income of household in 2020 ($),Spending 30% or more of income on shelter costs only,Median value of dwellings ($),Unemployed,Female employed,Male not in the labour force,All industries,2000 or before,Public transit,Movers,Average number of rooms per dwelling,Major repairs needed,Fountains
11.1,13.3,25.8,0,29.8,8.3,19.4,58.1,25.9,0,0,0,54.7,0,69.5,0,88.6,41.9,59.2,2.5,17.8,11.9,97.9,67.7,14.8,12.8,6.5,0,0.0
10.7,17.9,26.9,0,23.8,3.2,30.8,57.7,21.7,0,0,0,30.4,0,58,0,87.1,19.2,65.5,1.7,16.9,8.5,97.4,57.7,13,24.6,6.9,0,0.0
10.3,28.2,29,0,20.4,6.1,28.9,36.8,24.1,0,0,0,35.2,0,54.2,0,82.1,13.2,65.5,3.4,22.9,14.4,100,73.6,10.3,8.5,8,0,0.0
9.7,16.1,39.2,0,28.8,6.9,17.9,32.1,17.6,0,0,0,41.1,0,47.2,0,0.0,39.3,55.0,3.4,14.4,10.2,93.9,78.5,0,12.3,8.1,0,0.0
6.7,16.7,35.1,0,25,0,24.3,35.1,18.2,0,0,0,14.2,0,33,0,80.5,24.3,65.5,11.0,19.5,12.7,96.6,70.3,27.3,25.2,7.6,0,4.2
17.6,17.6,29.1,0,26.2,11.1,38.7,41.9,28.6,0,0,0,33.7,0,38.9,0,77.9,25.8,59.2,2.5,16.9,11.0,100,54.9,0,21.3,7.9,0,0.0
18.4,15.8,6.1,0,30.4,7.5,30.3,42.4,15.4,0,0,0,34.7,0,46.9,0,82.1,33.3,65.5,2.5,18.6,7.6,100,63.6,0,16,7.7,12.1,0.0
5.5,14.5,67.2,4.4,39.3,13.9,70.1,82.1,12.9,0,0,0,30.8,7.5,42.5,6.7,92.7,41.8,55.0,4.2,16.1,15.3,98,88,45.2,10.9,4.5,3,0.0
9.3,18.6,5.7,0,36.3,8.8,25.7,45.7,15.2,0,0,0,42.6,3.7,65.4,0,86.3,28.6,65.5,5.1,21.2,11.0,94.4,62.9,18.2,13,7.1,5.7,0.0
9.7,25,19.4,0,35.4,9.2,36.1,44.4,20,0,0,0,50.9,0,77,0,89.0,36.1,68.4,4.2,19.5,18.6,98.2,75,13.3,9,6.6,11.1,0.0
13.3,18.3,35.9,0,37.5,9.4,25.6,46.2,25,0,0,0,55.2,0,65.7,0,87.4,28.2,72.1,5.1,21.2,14.4,94.6,69.2,25,10.5,6.4,15.4,0.0
7.1,16.7,39.5,0,21.7,7.1,26.3,36.8,33.3,0,0,0,32.3,2.2,54.8,0,91.3,28.9,65.5,6.8,15.3,17.8,95.3,71.1,16.7,9.6,7.2,5.3,4.2
10.6,12.8,31.8,0,30.3,12.8,20.5,40.9,13.9,0,0,0,31.1,0,45.2,0,72.0,25,53.5,1.7,24.6,13.6,100,65.9,8.3,6.7,8.7,4.5,0.0
11.1,15.6,42.8,0,27.7,5.3,14.3,31,14.3,0,0,0,33,0,43.3,0,83.3,31,59.2,6.8,19.5,17.8,97.9,78.5,14.3,7.8,7.4,4.8,0.0
15.7,11.8,40.5,0,30.4,7.9,9.5,42.9,20.8,0,0,0,35.7,1.7,47,0,84.5,31,62.9,4.2,23.7,16.9,94.6,71.4,20.8,10.4,8.7,4.8,0.0
16.7,16.7,28.4,0,25.7,6.7,50.9,52.8,23.3,0,0,0,29.2,0,40.8,0,91.2,39.6,65.5,8.5,22.0,24.6,98.3,60.4,16.7,18.5,5.8,5.7,0.0
15.6,15.6,19.1,3,31.6,13.4,21.4,47.6,25,0,0,0,19.7,2.5,41.5,0,83.1,26.2,72.1,2.5,23.7,14.4,98.3,81,7.1,9,6.4,0,0.0
6.7,11.1,19.9,0,27.4,5.3,40,51.1,19.2,0,0,0,37.3,0,54.4,0,89.3,26.7,72.1,4.2,22.9,11.9,96.5,77.8,30.8,25.5,5.8,8.9,4.2
10.7,10.7,6.6,0,21.7,10.1,54.1,36.1,28.6,0,0,0,12,0,26.5,0,88.7,32.8,81.2,8.5,32.2,17.8,95.5,83.6,31,19.7,5.2,6.6,0.0
10.2,18.4,36.4,3.6,32,8.7,31.8,54.5,17.9,0,0,0,41.9,0,49.6,0,87.5,35.6,65.3,2.5,19.5,18.6,98.1,75,14.3,17.1,6.7,6.8,0.0
9.3,27.8,20,3.2,33.8,9.2,47.7,52.3,23.1,0,0,0,17.3,0,37.7,0,84.3,30.8,77.3,8.5,38.1,18.6,96.9,81.5,21.2,14.9,5.6,4.6,0.0
9.7,16.1,35.3,0,30.4,5.8,23.5,41.2,22.2,0,0,0,30.1,0,42.7,0,83.5,31.4,65.5,2.5,14.4,12.7,100,76.5,11.1,20.5,7.7,0,0.0
16.7,8.3,42.5,0,36.7,17.7,21.2,57.6,0,0,0,0,47.1,0,61.2,0,84.7,38.2,52.4,5.1,12.7,14.4,92.1,78.8,13.3,3.5,8.1,0,0.0
6.1,20.4,33.3,0,25,10.2,16.7,38.9,16.7,0,0,0,33.3,0,70.7,0,84.9,33.3,59.2,2.5,22.9,14.4,96.1,75.1,30,26.3,7.2,5.6,0.0
20,20,15.4,0,28.8,9.6,15.4,38.5,15.8,0,0,0,47.9,0,61.3,0,73.8,30.8,45.6,3.4,13.6,11.0,97.8,61.5,0,7.4,8.1,0,0.0
8.3,27.8,47,0,27.5,9.9,14.7,61.8,16.7,0,0,0,33.3,0,62.1,0,86.5,35.3,61.3,3.4,16.1,16.1,95.3,79.4,0,9.4,8.2,0,0.0
12.2,6.1,39,0,37.5,11.5,17.1,43.9,15.8,0,0,0,39.7,3.3,62,0,77.9,16.7,59.2,2.5,28.0,19.5,98.3,78,7.9,15.8,8.2,4.9,4.2
11.3,20.8,34.2,0,28.4,6.8,28.6,45.7,13.6,0,0,0,31.7,3.8,62.5,0,81.7,29.4,59.2,4.2,15.3,12.7,97.8,77,0,13.5,8.4,0,0.0
9.6,15.4,32.6,0,37,9,23.3,53.5,15.4,0,0,0,37.7,3.5,64,0,85.3,44.2,59.2,1.7,17.8,23.7,100,67.4,19.2,18.4,8.2,4.7,0.0
8.8,21.1,32.3,5.5,42.9,10.9,12.9,41.9,15.4,0,0,0,63.6,5.1,83.7,0,88.4,35.5,59.2,0.0,16.9,17.8,100,71,7.7,21.2,7.2,6.5,0.0
6.5,17.4,47.6,0,35.5,10.5,61.9,61.9,15.1,0,0,0,17.1,5.7,38.9,0,90.4,27.7,68.4,4.2,33.9,22.9,97.6,90.5,17,6.9,5.4,15.5,8.3
2.9,14.3,18.1,8.6,50,16,70.5,59.1,13.2,0,0,0,22,21,94.9,0,93.8,27.3,85.0,5.9,18.6,8.5,95.8,88.6,35.8,17.2,3.9,4.5,0.0
0,17,32,9.5,40.8,25.4,44,40,16.1,0,0,0,17.1,23.2,92.7,0,91.8,20,81.2,2.5,14.4,9.3,95.1,84,19.4,12.3,5.4,0,4.2
2.5,11.1,25.8,12.7,57.7,22.1,29,32.3,20.4,0,0,0,29.8,16.5,96.7,0,89.4,19.4,85.2,8.5,23.7,15.3,95.7,42,13,8.4,5.6,6.5,0.0
7.9,11.1,14.8,14.8,49.4,21.7,44.4,25.9,14,0,0,0,19.6,29.9,99,0,90.0,14.8,85.2,4.2,26.3,15.3,98.1,59.2,34.9,7.1,5.7,11.1,0.0
4.1,4.1,15.4,13.2,51.2,28,30.8,42.3,21.4,0,0,0,23.5,12.7,95.1,0,91.2,38.5,85.2,1.7,13.6,12.7,100,57.6,21.4,2.9,6.3,7.7,0.0
6.6,15.8,22.8,13.8,49,24,45.7,48.6,18.6,0,0,0,12.2,23.5,90.4,0,90.5,11.4,83.9,1.7,16.9,8.5,98.4,74.2,28.8,5.3,5.5,5.7,0.0
9.8,8.5,10,7.7,51.6,14.1,65,35,23.7,0,6.8,0,4.1,22.6,95.2,0,91.4,22.5,83.9,8.5,33.1,14.4,98.9,62.5,44.7,15.3,4.9,5,0.0
4.9,17.1,11.1,10.3,35.7,10.5,61.1,16.7,18.8,0,0,0,0,16.4,97,0,90.4,16.7,86.5,2.5,13.6,5.1,100,55.5,21.9,6.1,5.2,0,0.0
4.7,12.5,21.9,6.1,51,16.2,34.4,34.4,17.9,0,0,0,22.7,16,90.8,4.2,90.3,18.2,82.5,4.2,25.4,11.9,100,78.2,19.6,3.4,6,6.3,0.0
0,16.1,13.8,12.3,50.5,15.3,37.9,13.8,19.6,0,0,0,10.7,24.1,93.8,0,91.0,27.6,85.2,7.6,22.0,10.2,95.7,65.5,35.7,30.4,6,6.9,0.0
5.5,12.3,31.9,11.6,44.2,18.6,55.3,44.7,12.3,0,0,0,13.8,12.4,90.3,0,93.4,25.5,83.9,5.9,32.2,12.7,100,72.4,49.4,26.2,5.2,0,0.0
4.1,15.1,34.9,18.5,58.8,21.7,16.3,34.9,26.4,0,0,0,22,15.2,81.7,0,90.7,18.6,87.8,3.4,29.7,17.8,100,76.8,17,6.1,6.6,0,0.0
3.3,11.7,45.9,11.6,48.8,23.3,29.7,45.9,20.6,0,0,0,55.1,12.2,94.9,0,91.6,24.3,78.6,3.4,16.1,16.1,100,78.3,11.8,7.1,6.8,5.4,0.0
9.8,11.8,35.6,3.1,46.7,14.3,31,45.2,20,0,7.4,0,20.7,5.8,75.2,0,89.9,17.1,78.6,5.1,22.9,17.8,98.3,78.6,22.2,11.8,6.8,0,0.0
5.6,13.9,54.6,9.1,50.8,26.2,36.4,69.7,18.8,0,0,0,28.4,0,61.2,0,95.5,42.4,95.3,2.5,6.8,12.7,91.7,87.9,12.5,3,4.2,6.1,0.0
9.1,18.2,22.8,3.3,46.4,8.3,45.7,31.4,23.1,0,0,0,14.3,8.9,70.5,0,90.9,17.1,93.0,5.9,22.0,11.0,96.5,88.5,20.5,7.3,5.4,0,0.0
4.7,11.6,28.5,4.9,29.6,8.7,25.7,62.9,21.7,0,0,0,12.3,3.6,37,0,92.6,17.1,95.7,7.6,29.7,14.4,97.3,91.4,15.2,13.9,4.5,20,0.0
14.3,0,27.6,5.1,25.4,6.7,31,41.4,21.4,0,0,0,14.7,4.4,23.5,4.4,91.6,6.9,93.0,3.4,18.6,5.9,97.7,100,10.7,0,6,10.3,0.0
5.3,13.2,26.9,13.3,45.1,15.5,26.9,23.1,21.7,0,6.2,0,51.9,3.7,77.8,0,87.4,0,78.6,3.4,20.3,8.5,100,100,8.7,8.5,7.7,11.5,16.7
10.3,25.6,27.6,10.4,28.6,15.7,24.1,41.4,43.5,0,0,0,43.8,0,78.4,0,88.2,13.8,81.2,3.4,19.5,10.2,95.6,79.3,0,10.2,7.2,17.2,0.0
5.1,7.7,37.7,6.7,38.9,13.7,95.7,65.2,10.4,0,0,0,12.9,16.1,69,0,95.7,21.7,84.2,14.4,28.8,19.5,97.3,88.4,22.9,11.8,3.9,13,0.0
2.7,9.5,36.3,8.1,59.5,15.9,25,50,32,0,0,0,48.5,0,87.4,0,91.0,31.1,73.4,5.1,27.1,22.0,100,47.7,8,7.5,6.5,0,0.0
11.8,18.4,21.5,8.8,47.9,19.7,40.5,40.5,13.7,0,0,0,38.7,8,86.8,0,90.5,19,81.2,11.0,27.1,15.3,96.1,64.3,19.6,16.9,6.1,0,0.0
5.4,11.8,20.9,10.4,43.7,17.3,45.2,48.4,21.7,0,0,0,44.3,12,83.7,0,91.7,27.4,79.9,9.3,41.5,16.9,98,46.8,20.3,12.7,5.9,3.2,0.0
3.7,13,21.6,6,45.6,15.5,40.5,32.4,25.6,0,0,0,42.1,9.1,82.6,0,90.6,18.9,82.5,10.2,23.7,16.9,90.8,67.5,25.6,3.3,6.5,8.1,0.0
4.2,12.7,37.3,21,48.6,24.3,20.9,46.5,23.7,0,0,0,51.2,0,85.2,0,91.3,37.2,78.6,3.4,22.9,16.9,100,62.7,21.1,7.4,6.7,0,0.0
4.9,18,30,8.1,38.9,14.7,32.5,55,17.5,0,0,0,42.7,20,83.6,0,90.0,27.5,81.2,2.5,22.0,7.6,96.9,72.5,15,6.4,6.5,0,0.0
6.3,12.5,28.8,14.1,47.2,14.2,42.2,53.3,20,0,0,0,37.8,0,59.7,0,92.3,13.3,86.0,1.7,21.2,16.9,96.4,95.6,10,5.9,6.2,0,0.0
7.7,16.9,33.8,9.8,53.8,17.4,17.6,41.2,15.4,0,0,0,43.2,26.8,81.6,0.9,92.0,14.7,94.3,6.8,42.4,31.4,98.2,97,34.1,13.3,5.8,11.8,0.0
13.5,10.8,27.5,7.3,47.9,20,62.1,37.9,17.9,0,3.7,0,12.2,0,42.7,0,92.0,17.9,86.6,0.0,18.6,11.0,100,96.6,28.6,0,6,6.9,0.0
0,21.1,37,0,27.9,13.2,7.4,33.3,20,0,0,0,17.3,7.4,32.1,0,88.4,0,94.1,3.4,18.6,10.2,97.7,100,15,7.5,7.2,0,0.0
0,14.3,60.8,10,54.5,15.9,69.6,56.5,18.8,0,0,0,0,0,37.5,0,90.6,22.7,97.0,4.2,8.5,5.9,100,104.3,18.8,4.3,5.2,8.7,0.0
13.6,14.8,31.8,5.9,43.6,12.8,68.2,46.6,11.1,0,0,0,9.5,10.3,50.4,1.7,93.2,14.8,93.0,5.1,46.6,21.2,99.1,97.7,15.6,6.1,5.5,11.4,0.0
12.9,19.4,34.8,0,35.7,11.2,30.4,50,21.4,0,0,0,19.5,9.7,46.5,0,92.4,15.2,83.9,3.4,18.6,14.4,96.5,76.1,21.4,6.2,6.9,4.3,0.0
7.4,16,14.1,7.7,48.6,10.1,25,48.4,18.3,0,0,0,18,19.8,78.6,0,93.1,25.4,98.3,5.1,43.2,9.3,100,92.2,39,16.3,4.2,0,0.0
4.4,8.9,18.8,10.7,59.3,17.3,40.6,31.3,23.3,0,0,0,32.6,7.4,76.8,5.3,92.0,18.8,89.1,5.1,21.2,11.9,98.1,87.6,46.7,7.4,5.2,6.3,0.0
6.7,4.4,25.9,7.1,51.8,14.3,37,25.9,25,0,0,0,30.3,18.2,78.8,5.1,89.8,22.2,85.2,3.4,20.3,12.7,100,81.4,41.7,11.6,6,0,0.0
3.6,18.2,21.9,18.8,59,22.1,40.6,40.6,15,0,0,0,39.8,30.7,87.6,0,93.6,22.6,85.2,6.8,22.9,7.6,92.7,65.6,52.5,3.4,5.3,0,0.0
3.3,15,27.5,9.5,50,23.5,40,42.5,8.1,0,0,0,25.6,23.1,83.8,0,92.2,22.5,85.0,7.6,19.5,15.3,96.6,77.5,35.1,8.6,6,10,0.0
9.2,11.8,22.5,8.6,44.4,17.2,33.6,58.9,18.5,0,0,0,33.6,27.1,84.7,0.9,95.0,20.6,98.5,14.4,57.6,16.9,98,90.6,43.5,7.4,3.5,7.5,0.0
2.5,19.8,33.3,16.3,52.2,25.9,37.5,37.5,11.7,0,0,0,23.5,20.1,85.9,0,91.0,18.8,81.2,9.3,33.1,17.8,97.5,54.2,36.7,17.4,6,0,0.0
0,21.2,13.9,15.9,62.1,23.4,58.3,50,13,0,0,0,19.4,27.8,75.7,3.7,91.6,19.4,86.6,1.7,23.7,9.3,98.4,80.6,51.9,12,4.9,11.1,0.0
4.3,10.6,40.5,4.4,42.3,14.4,35.1,18.9,26,0,0,0,33.1,15.3,74.8,0,89.6,10.5,86.6,6.8,22.9,15.3,100,86.4,28,13.6,6.2,10.8,0.0
0,16.4,40,9.7,59.8,25.8,42.5,55,19,0,0,0,40.6,8.5,78.1,0,92.0,17.5,85.0,5.9,20.3,11.0,96.7,75,31,4.7,6.2,7.5,0.0
3.8,15.1,28.1,9.3,45.1,15.9,43.8,40.6,5.7,0,0,0,39.1,15.2,87,0,93.0,25,85.2,3.4,21.2,12.7,100,84.4,40,15.1,6.2,6.3,0.0
4.2,15.5,33.4,12.7,55.6,22.2,33.3,42.9,15.6,0,0,0,55,7.5,80,0,92.9,26.2,85.2,4.2,22.9,18.6,96.6,69.1,20,5.1,5.9,4.8,0.0
4.3,15.7,29.8,17.4,62.2,25.2,34,51.1,12.5,0,0,0,34.1,8.1,82.3,0,92.4,21.3,85.0,7.6,21.2,18.6,100,61.7,22.9,5.7,5.7,10.6,0.0
7.4,13.6,25.1,25.6,53.3,30,31.3,41.7,20.4,0,0,0,61.9,5,85.7,0,92.3,25,83.9,4.2,27.1,16.9,97.3,72.9,20.4,12.3,6,8.3,0.0
0,11.1,17.2,6.1,38.6,15.7,55.2,37.9,16.7,0,0,0,51.2,7.3,79.5,0,91.0,20.7,81.2,3.4,20.3,6.8,100,58.6,27.8,16.3,5.8,0,0.0
9.3,20.9,23.4,9.3,44.9,19.2,46.7,30,13.9,0,0,0,55.4,3.3,72.5,0,91.8,26.7,81.2,3.4,17.8,9.3,96.3,66.6,30.6,16.3,5.6,0,4.2
6.3,12.7,36.6,16.4,54.9,19.8,26.8,26.8,19.6,0,0,0,53.8,0,82.5,0,92.1,31.7,85.2,7.6,16.9,13.6,93.7,78.1,23.9,8.4,6.1,4.9,0.0
12.3,12.3,40.5,16.4,51.9,22.2,35.7,40.5,19,0,0,0,54.5,1.6,81.3,0,93.6,14,83.9,5.9,24.6,18.6,93.7,76.3,26.2,14.8,6.1,0,0.0
3.1,15.4,23.8,5.8,41.1,20.6,39.1,45.7,15.4,0,0,0,37.7,7.4,82.9,0,91.6,22.2,82.5,9.3,25.4,16.1,93.8,69.6,17.9,7.4,6.2,4.3,0.0
7.6,10.1,28.9,13.5,59.1,22.7,40.4,44.2,13.8,0,0,0,47.2,7.6,83.3,0,91.6,17.3,85.0,5.1,26.3,16.1,98.5,76.9,15.5,11.2,5.7,3.8,0.0
9,9,27.4,7.8,41.7,16.7,41.2,39.2,15.3,0,0,0,34.9,11.4,72.7,0,90.0,17.6,83.9,4.2,32.2,16.9,100,64.6,23.7,9.4,6,0,0.0
7.8,11.8,14.3,15.7,54,27.3,31.4,40,29.3,0,0,0,38.8,0,83.5,0,92.0,28.6,81.2,5.1,18.6,11.9,93,68.6,24.4,10.2,6.4,8.6,0.0
2.3,17,23.3,14,51.8,20,40,46.7,21.6,0,0,0,31.8,8.9,75.3,0,90.7,36.7,83.9,13.6,22.9,22.9,93.7,70.1,37.3,15.4,5.4,3.3,4.2
7.3,4.9,13.2,14.8,48.9,17.8,68.4,36.8,25.6,0,0,0,26.9,8.7,67.6,1.9,93.8,26.3,83.9,5.9,25.4,13.6,100,65.8,33.3,20.6,4.7,0,0.0
14.9,12.8,39.1,19.2,59,21.4,91.3,76.1,17.4,0,0,0,15.6,8.3,67.7,9.4,96.8,17.4,84.2,7.6,14.4,12.7,91.7,95.7,30.4,11.5,3.7,19.6,0.0
9.1,18.2,11.8,18.4,64.6,26.3,82.4,52.9,19.4,0,0,0,21.1,8.4,71.9,5.2,96.6,20.6,81.2,4.2,16.1,14.4,100,73.6,41.7,10.5,5.3,23.5,0.0
0,16.2,41.5,20.3,63.3,24.8,26.8,31.7,17.4,0,0,0,58,5.9,85,0,90.6,14.6,83.9,5.9,20.3,15.3,97,78.1,21.7,5,6.3,4.9,0.0
2.6,14.1,24.5,15,52.8,26.8,34.7,38.8,13.4,0,0,0,45.2,18.5,78.1,4.8,91.5,30.6,82.5,2.5,33.1,16.1,100,73.5,17.9,10.3,6,4.1,0.0
12.3,7.7,13,12.2,51.6,18,43.5,45.7,22.2,0,0,0,48.6,2.9,70.3,0,91.9,26.1,82.5,5.1,26.3,16.1,100,67.3,37.8,9.5,6.2,10.9,0.0
4.9,12.2,26.7,14.1,51.5,25.9,50,43.3,19.7,0,0,0,35.1,5.4,65.5,2.7,93.7,23.3,83.9,8.5,31.4,13.6,93.5,76.6,37.9,16.3,5.7,6.7,0.0
6.3,16.3,22.2,14.4,50.3,25.3,34.9,47.6,20,0,0,0,48.5,1.8,71.8,0,92.3,14.3,85.2,10.2,33.1,17.8,97.9,65.1,18.5,11.8,5.6,3.2,0.0
0,10.1,34.5,9.7,48.8,21.6,34.5,41.8,15.8,0,0,0,45.5,5.2,74.8,3,93.6,16.1,85.2,4.2,27.1,21.2,100,56.4,29.8,6.7,5.3,7.3,0.0
3.9,15.7,12.2,3.2,50,18,65.9,48.8,17.5,0,0,0,35,6.8,63.7,2.9,91.8,14.6,83.9,7.6,22.0,7.6,96.8,65.8,20,5.9,5,4.9,0.0
4.8,19,34.3,7,54.4,23.8,51.4,48.6,20,0,0,0,31.3,0,51,8.3,93.1,28.6,81.2,1.7,18.6,14.4,97.9,82.9,22.9,10.4,6,0,4.2
10.5,12.3,38.8,3.5,47.2,16.7,65.3,55.1,21.6,0,0,0,27.6,20.4,57.7,3.1,95.9,26.5,87.8,7.6,20.3,5.9,96.4,87.7,35.1,10.3,4.1,0,0.0
8,10,30.9,13.3,50,21.1,45.2,50,36.8,0,0,0,39.4,7.4,77.9,0,94.4,35.7,85.2,7.6,22.9,12.7,91.5,71.3,31.6,20.2,4.7,0,0.0
4.9,17.1,24.4,15.6,60.7,26.2,39,48.8,26.9,0,0,0,37.1,0,69,1.7,91.6,19.5,83.9,6.8,26.3,9.3,95.8,70.8,25,15.8,6.1,4.9,0.0
5.2,16.9,26.3,16.3,45.8,18.2,29.8,50.9,17,0,0,0,33.8,15,76.1,0,95.3,14,99.6,11.9,24.6,18.6,95.9,89.5,31.9,14.4,3.9,57.9,0.0
3.8,15.4,33.3,3.2,44.4,18.3,37.5,35.4,25.6,0,0,0,32.8,4.2,55.8,3.3,90.8,20.8,81.2,4.2,25.4,22.9,100,77.1,17.9,14.5,5.8,4.2,0.0
8.3,20.8,23,16.7,40.6,21.9,81.3,52.1,9.8,0,0,0,24.6,14,59.3,4.4,95.2,18.8,85.2,8.5,17.8,11.9,95.2,83.4,9.8,9.6,4.2,8.3,8.3
0,12.1,15.8,5.1,38.8,12.2,55.3,31.6,30.2,0,0,0,14.2,6.2,42.5,0,87.3,15.8,83.9,3.4,28.0,9.3,100,76.4,16.3,18.2,5.5,10.5,0.0
9.4,6.3,17.7,7.6,35.5,12.9,51,58.8,19.5,0,0,0,14.2,3.5,44.2,0,93.1,21.6,94.3,6.8,25.4,5.9,98.5,86.2,24.4,17,4.6,5.9,4.2
6.9,13.8,34.3,0,43.1,16.7,47.4,52.6,20,0,0,0,15.5,8.3,41,0,90.6,26.3,83.9,4.2,18.6,9.3,98,65.9,40,8.3,5.1,0,0.0
11.8,14.7,29.4,0,32.1,12.8,27.5,45.1,35,0,0,0,12.9,0,18.7,0,89.6,21.6,81.2,5.1,29.7,12.7,97.4,80.4,15,10.5,6,9.8,0.0
8.7,0,24.3,3.6,28.6,11.7,39.4,30.3,27.6,0,0,0,23.9,0,33.7,0,88.6,17.6,82.5,6.8,11.0,6.8,98.1,81.8,10.3,16.1,5.9,18.2,0.0
5.6,14.8,26.1,17.9,58.8,24.7,43.5,45.7,31.7,0,0,0,46.5,3,74.3,0,92.4,21.7,83.9,5.1,21.2,12.7,95.2,71.8,19.5,6.9,5.6,6.5,0.0
0,9.5,24.3,13.5,43.6,32.1,27.3,42.4,17.6,0,0,0,54.9,0,59.3,0,87.1,15.2,82.5,3.4,19.5,10.2,100,84.9,11.8,8.8,7.2,6.1,0.0
12.9,9.7,17.5,4.8,29.4,9.4,45,40,32.4,0,0,0,22.2,0,36,0,92.4,17.5,81.2,6.8,26.3,7.6,96.9,77.5,17.6,14.1,6,7.5,0.0
0,19,0,2.2,28.8,7.8,64.7,41.2,26.1,0,0,0,5,3.4,12.6,1.7,91.2,27.5,85.0,9.3,35.6,7.6,98.9,90.1,23.9,26.7,5.1,5.9,0.0
0,14.7,29,8.6,34.8,13.5,21.1,34.2,17.1,0,0,0,24.1,0,33,0,87.5,18.4,85.2,3.4,26.3,6.8,100,79,20,10.9,6.2,7.9,0.0
11.1,11.1,10.8,0,29.9,10.5,37.8,48.6,28.1,0,0,0,9.9,0,28.3,0,82.9,21.1,83.9,2.5,27.1,6.8,98.3,75.6,12.5,20.9,5.4,5.4,0.0
12.5,9.4,13.5,0,42.9,7.1,70.3,48.6,17.9,0,0,0,17.3,0,42,0,93.0,26.3,85.2,1.7,18.6,5.1,100,67.6,25.6,18.5,4,0,4.2
12,16,21.6,7.5,42.2,19.3,81.1,54.1,22.5,0,0,0,13.1,14.1,47,9.1,93.5,24.3,84.2,5.1,21.2,11.9,94.8,83.7,20,9.1,4.9,10.8,0.0
7.4,11.1,30,7.7,43.5,21.3,53.3,40,38.1,0,0,0,41.2,10.3,58.8,0,93.2,13.3,83.9,0.0,15.3,5.9,100,83.2,28.6,2.9,5.5,13.3,0.0
3.4,6.9,45.9,12.3,58.8,29.4,29.7,40.5,15,0,0,0,54.4,0,84.2,1.8,92.3,37.8,85.0,10.2,20.3,16.1,98.4,78.3,22.5,13.9,6.2,10.8,0.0
6.3,15.6,32.6,8.2,40.3,19.2,50,60.9,16.3,0,0,0,36.9,16.9,83.1,0,93.2,34.8,83.9,6.8,31.4,17.8,97,76.1,39.5,18.6,5.7,13,4.2
5.1,10.3,25.7,14.3,59.6,24.7,42.9,57.1,27.5,0,0,0,43.3,5.2,82.5,2.1,93.0,14.3,85.7,4.2,18.6,14.4,94.6,80,27.5,11.6,5.5,5.7,0.0
8.6,11.4,24.6,6.7,47.3,18.8,40,40,22.8,0,0,0,35.8,2.8,78.7,2.8,91.2,23.1,82.5,7.6,40.7,31.4,98.3,60,29.1,21.5,6.2,0,0.0
4,12,46.5,13.2,50.4,27.3,39.7,56.9,19.6,0,0,0,42,5.1,73.9,2.9,93.6,20.7,85.0,8.5,28.8,18.6,98.6,79.2,30.4,11.5,5.4,5.2,0.0
0,8,35.5,9.8,49.5,18.6,48.9,48.9,20.6,0,0,0,29.6,0,59.3,3.7,93.7,28.9,83.9,5.1,11.9,16.1,98,77.9,32.4,13.5,5.5,0,0.0
8.1,9.3,35.3,15.1,51.4,25.2,33.3,47.1,20.4,0,0,0,47.1,7.2,82.2,0,91.2,19.6,85.0,5.9,29.7,22.9,100,70.5,37,10.5,6.1,5.9,0.0
0,10.3,13.4,4.4,34.7,11.6,53.8,44.2,18.6,0,0,0,27.9,8.1,71.5,0,91.9,25,85.0,5.1,31.4,13.6,98.8,63.5,52.5,12.7,5.1,0,0.0
11.1,15.6,30.8,13.2,39.5,17.4,35.9,51.3,21.9,0,0,0,19.4,15.1,72.8,0,93.0,22.5,91.7,5.1,17.8,9.3,100,79.4,34.4,14.3,5.3,10.3,0.0
7.7,23.1,18.4,10.4,47.1,13.8,44.7,39.5,22.9,0,0,0,28.7,17.6,76.9,0,92.5,23.7,85.2,5.1,21.2,12.7,96.4,89.5,37.1,12,5.6,18.4,0.0
0,11.5,19.5,8.7,47.5,13,38.9,38.9,30,0,0,0,27.8,16.5,78.3,0,92.0,30.6,85.2,5.1,27.1,12.7,95.7,80.6,24,11.3,5.8,0,0.0
4.5,15.7,31.8,11.2,40.1,15.6,50,50,16.7,0,0,0,30.4,17.7,82.9,0,94.0,28.8,89.1,8.5,37.3,12.7,98,86.4,34.7,4.5,4.5,3,0.0
0,6.9,31.3,20.8,57,27.3,33.3,43.1,24,0,0,0,49,9.1,86,0,93.4,27.5,85.2,4.2,23.7,20.3,100,64.7,32,12,5.7,0,4.2
0,5.8,23.4,21.6,55.1,32.1,36.7,46.7,17.9,0,0,0,51.7,18,92,0,92.6,26.7,85.0,6.8,16.9,16.9,90.5,70,25,20.5,5.8,6.7,0.0
3.5,15.8,17.5,10.8,46.9,16.5,35,40,10,0,0,0,35.5,21.5,93.5,0,92.9,27.5,87.8,3.4,24.6,7.6,97.1,60,36.7,14,5.2,0,0.0
5.1,8.5,30.6,6.3,46.8,20.2,58.3,33.3,19.6,0,0,0,36.1,22.2,82.4,0,92.5,19.4,85.0,5.9,25.4,11.0,95.3,86.2,30.4,6.5,5.3,5.6,0.0
